논문명,저자명,발행연도,인용된 총 횟수,참고문헌 수,소속기관,소속기관_정규화,주제분야,학술지명,발행기관명,주제어,키워드_정규화,URL,논문 ID,초록,영어초록,참고문헌목록,DOI,언어,호,등재구분,지도교수,학위구분,해외_학맥_여부,지도교수_국가
Ich-Phanomen und Ich-Begriff-eine Phanomenologische Untersuchung zum Ich in der Philosophie Edmund Husserls : 조관성,조관성,,0,0,Albert - Iudwigs Universitat Freiburg,Albert - Iudwigs Universitat Freiburg,철학/윤리학,학위논문,Albert - Iudwigs Universitat Freiburg,,,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=2c9da7b88a2b2d05,RISS_2c9da7b88a2b2d05,"이 연구는 '자아란 무엇인가?'라는 하나의 철학적 물음에서 시작한다. 자아문제는 철학 내에서 는 인간문제에 정향된 철학적 인간학, 언어 분석에 치중하는심리 철학에서, 그리고 철학 외에서느�심리학과 심리분석학 등에서도 중요주제로서 취급되고 있다. 위 연구가 여기에 예시된 자아에다른 탐구나연구들과 다른점은 무엇보다도 현상학적 방법을 통하여 드러난다. 훗설의 원전들에근현상학적 방법을 통해서 밝혀지고 엮어진 자아의 현상학은 위에 예시된자아에 대한 다른 탐구나 의 토대 또는 근원적인 출발점을 이루고 있다고말할 수 있다. 위 연구가 다루는 주제는 자아 현상개념이다. 필자의 의도는, 훗설 철학을이루고 있으며 그의 저작, 강의록, 연구 수고 등을 담고 읊�전집에 전거의토대를 두고 자아 현상을 드러내어 밝히기 위해서 자아 개념을 명확하게 해명 굘�獵� 자아 현상과 자아 개념은 서로 긴밀히 얽혀져 있기 때문에 서로 나뉠 수 없는하나의 졍慕獰沮側�있다. 필자의 연구는 긴밀히 얽혀져 있는 현상학적사태 또는 현상으로서의 자아 현상적 개념 또는 술어로서의 자아 개념을긴밀한 긴장 관계 속의 하나의 주제로 보고서 훗설 철학에 여 하나의자아의 현상학을 그리려는 시도를 하고 있다. 필자의 연구는 위에서 이미 암시되었듯이 적 방법에 따라서 수행되고 있다. 여기에서 뜻하는 현상학적 방법은 에드문트 훗설과 마틴 하이데tin Heidegger)의 방법으로서의 현상학을 지시한다. 필자는 위 두 철학자의현상학적 방법을 필자에 생명력있게 적용 또는 준용하고 있다. 정확히말하여 필자는 자신의 연구 주제를 드러내어 밝훌漫�이 두 철학자의각각의 현상학적 방법을 조화스러운 방식으로 택하고 있다. 필자의 연구는 훗에 대한 비판적 시각에서 진행되지 않는다. 필자는 훗설의원전들에 근거하여 그의 철학의 관점에자아에 대한 분석적 해석과 자아문제에 따르는 내적 연관성들을 해명하는 작업을 수행한다. 구체으뽀臼� 위 연구는 자아현상과 자아 개념에 착안하여 훗설이 통찰한자아의 네 가지 차원들을 각갠�한 장의 주제로 다루고 있다. 1장에서필자는 현상학적 환원 이전의 자연적 태도에서 드러나는자아를 자아의신체와 육체, 심리적 자아, 신체적 자아와 사물 그리고 세계하는 주제 영역 내에서다. 2장에서 필자는 형상적 환원과 현상학적 환원의 자아와의 관련을다루었다. 3장에서 필자는 픕쨉동�입각하여 순수 자아의 보편적인 본질구조들(즉 순수 자아의 지향성, 시간성 그리고 역사섭�뻠맛隔�있다. 4장에서 필자는 인격적 태도에서 드러나는 인격적 자아와 주위 세계의 상호 관렛せ煐별�사회성을 밝히며, 윤리적 자아로서의 인격적 자아의 면모를 세측면(①인격적 자아의 윤회성 ②평가하는 자아로서의 인격적 자아③행위하는 자아로서의 인격적 자아)에서 드러내보였다. 서 필자는 나와타자아의 관련 또는 상호 주관성 문제를 자아의 본능적 지향성(Triebintentionali정상성, 생활 세계 그리고 언어 사용의 토대 위에서밝히고 있다. 필자는 자아의 네 가지 차원들을어 밝히는 데 늘 자아의 자기 동일성을확립하였으며, 하나의 자아를 항시 대상 또는 세계와의 상하에서파악하였다. 필자의 연구는 훗설 철학에 대한 타인들의 다양한 해석들을 직접 인용하지않으해석들을 서로 비교하여 논증적으로 서술하지도 않는다. 필자는 훗설그리고 그의 철학에 대하여 인 특징 부여나 결론적인 찬반의 태도를 취하지않는다. 필자의 연구는 자아를 훗설 철학의 발전 따라서 파악하지 않으며,그의 철학의 전체성의 관점에서 밝히고 있다. 필자의 연구는 자아를 훗셈鰥”鳴탭臼�깊이있게 취급한 단일 주제적 연구(Monographie)의 성격을 지니고 있다.",,참고문헌데이터없음,,-,,학위논문,Edmund Husserl,석사,True,Germany
클림트 회화 문양을 응용한 니트웨어 디자인 연구 : 패치워크 기법을 중심으로,노희정,,0,0,이화여자대학교 디자인대학원,이화여자대학교,철학/윤리학,학위논문,이화여자대학교 디자인대학원,,,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=d6f66ca2c3241e09ffe0bdc3ef48d419,RISS_d6f66ca2c3241e09ffe0bdc3ef48d419,,"In contemporary fashion, knit wear is serving people’s demands not only for artistic formative beauty through its unique texture and various patterns but also for functionality through soft flexibility. Accordingly, many designers are developing a wide variety of knit wear patterns by applying handcraft techniques. Fashion designers should make continuous efforts to satisfy people’s changing fashion desires, and one of such efforts is the use of famous paintings as motifs for research and design.Thus, this study designed knit wear using patterns in the paintings of Gustav Klimt known as a master in art nouveau, selecting those painted during his best days. Klimt’s paintings not only express expressionistic and symbolic images but also produce a mysterious power through elegance and liberality. In particular, various lines and geometric decorations of art nouveau style used by Klimt have formative features applicable also to fashion images.The objective of this study is to develop materials of unique and rich texture by applying the patterns and using techniques such as stitching, pelting, knitting and patchwork, and to expand the expression area of highly formative knit wear design by imaging the artistic patterns of Klimt’s paintings in harmony with knit wear.As to the contents and methods of this study, first, we examined Klimt’s life and the characteristics, colors and patterns of his paintings through literature review, and borrowed motifs from various patterns and colors of Klimt’s paintings. Furthermore, as a part of general review of knit wear, we studied cases of recent patterning techniques including hand knitting, machine knitting, patchwork, embroidery, and printing through literature review and Internet materials. Then, literature on manufacturing techniques such as patchwork and applique were studied, and today’s trends were surveyed and analyzed, and based on the theoretical background, eight pieces of knit wear were created.In order to implement Klimt’s painting images in dress, we introduced pieced patchwork and applique patchwork techniques using water‐soluble non‐woven fabric to knitting. The created actual works included half coat, one‐piece, jacket and skirt, and patterns used in the pieces were circle, triangle, rectangle, whirl, etc. used commonly in Klimt’s paintings.Conclusions drawn from this study are as follows.First, in the results of examining the paintings of Gustav Klimt who played a leading role in the development of art nouveau style, we found that organic lines and various geometric patterns revealing well the characteristics of art nouveau can be used as rich decorative motifs of clothes design.Second, clothes of diverse images could be created using various colors including gold appearing relatively frequently in Klimt’s paintings as well as ivory giving a subtle feeling and strong colors such as red, black and blue. In addition, mono‐tone ivory and varieties of gold were used in order to emphasize the lines and shapes of patterns notable in Klimt’s paintings, and the patterns and lines of the paintings were embossed in combination with simple silhouettes.Third, in introducing mosaic patterns in Klimt’s paintings, we patched various materials through stitch using water‐soluble non‐woven fabric. Through this, we could express patterns of dense composition freely and produce a rich effect of texture contrast.Fourth, for richer expression of artistic images in Klimt’s paintings, we developed knit wear patterns of unique textures by designing and patching motifs through combining various techniques such as stitching, pelting and knitting. This study designed and made eight pieces of knit wear with motifs obtained from various patterns in Klimt’s paintings, and as a result, we could create knit wear of diverse and rich textures. As it made actual clothes by introducing the images and patterns of famous paintings to fashion, this study is expected to contribute to the area of fashion design and to promote the development of the fashion industry. As knit wear will keep serving people’s fashion desires, there should be continuous research on various patterns.",참고문헌데이터없음,,한국어,,학위논문,김정혜,석사,,
經驗의 直接性과 認識의 問題,황경식,,0,0,서울大學校 大學院,서울大學校,철학/윤리학,학위논문,서울大學校 大學院,경험;직접성;인식,"경험,직접성,인식",https://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=047197806c399007,RISS_047197806c399007,,,참고문헌데이터없음,,한국어,,학위논문,,석사,,
구기 및 투기선수들의 다리신전 Power 특성,황경식,,0,0,경희대학교 교육대학원,경희대학교,철학/윤리학,학위논문,경희대학교 교육대학원,구기;투기선수;다리신전,"구기,투기선수,다리신전",https://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=9247baba611ab6fa,RISS_9247baba611ab6fa,,,참고문헌데이터없음,,한국어,,학위논문,,석사,,
공공택지개발지구 상업용지 매각 관련 요인에 관한 연구,황경식,,0,0,건국대학교 대학원,건국대학교,철학/윤리학,학위논문,건국대학교 대학원,공공택지개발지구;상업용지;상가;매각 결정요인;매각가격 영향요인,"공공택지개발지구,상업용지,상가,매각 결정요인,매각가격 영향요인",https://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=8c4a0f92edf52c6effe0bdc3ef48d419,RISS_8c4a0f92edf52c6effe0bdc3ef48d419,,"The development of Korean cities grew quantitatively and qualitatively in a short period of time. Behind this growth is the history of urban development in Korea, and at the center of that history is the public land development project.  The public land development project began with the implementation of the 「Housing Site Development Promotion Act」 to solve housing problems and lack of public facilities in Seoul and the metropolitan area, where rapid industrialization took place.  The financial resources that were able to continuously develop the public land development project could be made possible by retained earnings generated from the sale of commercial real estate in the land development district.  Therefore, this study tried to analyze the determinants of the sale of commercial land and commercial facilities, which are sources of sustainable urban development and growth based on public land development projects. The results of the empirical analysis of this study are as follows. First, this study analyzed the determinants of the sale price and sale of commercial land. In the study of the sale price and sale price of commercial land, the dependent variable was analyzed by dividing the explanatory variables into the log value of the sale price of commercial land and whether or not commercial land was sold. Both of research models were statistically significant and provide the following implications.This study on the sale of commercial land is a study developed from previous studies. In the analysis of this study, the limit of independent variables of existing studies was expanded. This study proved the importance of the time of sale of commercial land. It also proved the difference in the marketability of commercial land due to the district unit plan. Individual factors of commercial land indicate that commercial land increases its value when it has high visibility, accessibility, and scarcity of use to consumers.  The effect on the sale price of commercial land and whether it is sold or not may be different even with the same variable. The price of commercial land is also affected by the characteristics of the land development district. The ratio of commercial land has a negative effect on the sale price, while it has a positive effect on whether it is sold or not. Since the land use plan is not easy to change, an appropriate proportion of commercial land should be planned according to the size of housing site development.  The location characteristics of the commercial land were also significant in the sale price. The shortest distance from ‘Seoul GBD, CBD, YBD’ indicates that it affects price of commercial land positively.  Commercial land is affected by the local market, too. Therefore, an appropriate analysis of market environment in the area to which the land development district belongs should be conducted and the timing of supply should be determined.  With reference to this study, commercial land suppliers can refer to land individual factors and land development district factors to enhance the sale value of commercial land based on the empirical analysis variables in the development plan. In addition, when establishing a sale plan, implications for the appropriate timing of supply can be obtained by considering market conditions and macro factors by region.Second, this study analyzed the determinants of the sale of commercial facilities in apartment complexes. The Heckman sample selection model to solve the problem of sample selection bias of the sale data was found to be statistically significant and suitable as an analysis model.  As a result of ‘probit’ analysis, which is an selection equation of the research model, the positive effect on the sale as the number of households increases suggests that the residential household is an effective demand for commercial facilities. In addition, the decline in the number of unsold houses and the lower the loan interest rate have a positive effect on the sale, suggesting that the price increase factor in the housing market also affects the commercial facility price. Meanwhile, the COVID-19 pandemic period reduces external activities, suggesting a negative impact on the sale of commercial facilities in the complex.  As a result of analyzing the variables on the sale price of the research model, it was found that the smaller the dedicated area of the commercial facility and the larger the total floor area of the commercial facility, the higher the price per unit for small stores in the overall large commercial facilities. In addition, variables that increase the visibility and accessibility of commercial facility have a positive effect on prices, suggesting that they have a similar effect to commercial land.  The characteristics of the apartment complex were also found to be significant in the sale price. This explains that the smaller the area of the commercial facility per household, the higher the demand behind the commercial facility per household, which increases the price.   This study is expected to contribute to the efficient allocation of resources in the real estate market by revealing the causal relationship between the value formation of commercial real estate based on the empirical analysis of commercial land and shopping mall sales determinants.  In addition, efficient resource allocation is expected to contribute to the continuous development and growth of the city by returning to the financial resources of public land development project.Keywords : public land development, commercial land, commercial facility, determinants of sale, influencing factors of sale price",참고문헌데이터없음,,한국어,,학위논문,이상엽,석사,,
학교특성에 따른 학교안전사고 분석 : 충청북도 학교를 중심으로,황경식,,0,0,한국교원대학교 교육정책전문대학원,한국교원대학교,철학/윤리학,학위논문,한국교원대학교 교육정책전문대학원,학교안전사고;안전;사고수;사고율;보상액;보상금;안전사고건수,"학교안전사고,안전,사고수,사고율,보상액,보상금,안전사고건수",https://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=da748e6c223dac89ffe0bdc3ef48d419,RISS_da748e6c223dac89ffe0bdc3ef48d419,"이 연구는 학교안전사고 발생 및 보상금 지급 현황과 지역별․규모별․학교운영 형태별 등 학교특성에 따른 학교안전사고를 분석하여 학교안전사고를 예방하고 안전한 학교환경을 조성하고 교육청 및 국가단위에서의 학교안전사고 예방 대책 수립을 위한 기초자료를 제공하는데 목적이 있다.   이 연구의 목적을 달성하기 위하여 2012년부터 2016년까지의 학교안전사고를 대상으로 학교안전사고 발생 및 보상금 지급 현황과 지역별․학교 규모별․학교운영 형태별 등으로 구분하고 사고 건수 및 사고율, 1인당 보상액을 중심으로 분석하였으며 연구결과를 요약하면 다음과 같다.   첫째, 학생수가 점점 감소함에도 불구하고 사고 건수와 사고율은 점점 증가하고 있으며 특히 중학교의 사고 건수와 사고율이 다른 학교급에 비해 높으므로 중학교의 안전사고 예방 및 감소를 위해 더욱 노력해야 한다.   둘째, 2012년부터 2016년까지 충북학교안전공제회에서 학교안전사고 보상금으로 4,890,891천원이 지급되었으며 10만원 미만의 소액 보상비율은 전체 안전사고의 67.5%인 9,830건으로 대부분의 안전사고가 단순하고 경미한 것으로 나타났다. 하지만 100만원 초과도 5.1%인 809건으로 나타나 큰 사고의 예방에도 힘써야 한다.   셋째, 도시와 농촌으로 분석한 결과, 사고수는 학생이 많은 도시에서 많았으나 사고율은 소규모학교가 많은 농촌지역에서 높았다. 그동안 학교안전사고 통계 등은 주로 사고 건수에 중점을 두고 분석하여 왔는데 앞으로는 사고 발생빈도인 사고율에도 관심을 기울여야 할 것으로 보인다.   넷째, 구도심과 신도심으로 구분하여 분석한 결과, 초등학교는 도시와 농촌으로 구분하여 분석한 결과와 비슷하며 중학교와 고등학교는 주로 남녀공학, 계열별 등 학교운영 형태에 따라 사고수와 사고율이 차이가 있으므로 학교실정에 알맞은 예방대책 수립에 만전을 기하여야 한다.   다섯째, 학생수별로 구분하여 분석한 결과, 초등학교, 중학교, 고등학교 모두 대규모 학교에서 안전사고가 많이 발생하였지만 사고율은 초등학교, 중학교, 고등학교 모두 소규모 학교에서 사고율이 높아 도시와 농촌 구분 결과와 같았다.   여섯째, 교사대지 및 체육장 면적에 따른 분석 결과 사고수는 교사대지 및 체육장 면적이 넓은 학교에서 많았다. 사고율은 초등학교와 중학교는 교사대지 및 체육장 면적이 적은 학교에서 높았고 고등학교는 교사대지 및 체육장 면적이 넓은 학교에서 사고율이 높았는데 이는 운동부 운영 여부와 관련이 있는 것으로 판단되어 운동부 학생들의 안전사고 예방에 만전을 기하여야 한다.   일곱째, 남/여/남녀공학별에 따라 분석한 결과, 사고수와 사고율 모두 중학교는 남학교>남녀공학>여학교 순이며 고등학교는 남학교>여학교>남녀공학 순으로 남학교 학생들의 활발한 신체활동으로 인해 안전사고가 많으므로 안전수칙 준수 등 안전교육에 힘써야 할 것이다.   여덟째, 고등학교의 기숙사 유무에 따른 사고 건수와 사고율은 기숙사가 있는 학교가 높았다. 다만, 기숙사 안전사고는 미미한 수준이나 많은 학생들이 생활하여 안전에 취약하므로 수시로 화재대피 훈련과 안전점검을 생활화하여야 한다.   아홉째, 강당(체육관) 보유 여부에 따른 사고수와 사고율은 강당(체육관)이 있는 학교가 사고수가 많았으며 사고율은 비슷하였다. 강당(체육관)이 있는 학교에서는 운동장보다는 강당(체육관)을 이용하여 체육수업, 각종 행사를 실시함에 따라 강당(체육관)의 사고가 많이 발생하고 있으므로 수업 초반부에 안전사고 사례 교육이나 준비 운동 등 안전교육에 힘써야 할 것이다.   열째, 운동부 운영 여부에 따라 분석한 결과 운동부 운영학교에서 안전사고가 더 많이 발생하고 있었으며 상급학교로 진학할수록 안전사고로 인해 1인당 보상금액과 전체 안전사고 대비 체육특기자의 안전사고 비율에 비해 보상액 비율이 높아지고 있었다. 체육특기자의 사고는 선수 생명을 단축시킬 수 있으므로 과도한 훈련과 출전, 경쟁을 삼가야 한다.   열한째, 고등학교를 일반고등학교와 특성화고등학교로 구분하여 분석한 결과 일반고등학교가 사고 건수가 월등히 많았으며 사고율도 특성화고등학교보다 약간 높았다. 일반고등학교 학생들이 많고 오랜 시간 학교에서 생활하다보니 사고가 많이 발생하고 있으므로 학업 스트레스를 해소하고 안전한 학교생활을 영위하기 위한 방안이 필요하다.   이와 같이 학교가 처한 특성 및 상황에 따라 안전사고 발생정도가 차이가 있음을 알 수 있었으며 각급 학교별로 안전사고 발생 형태와 상황 등을 면밀히 분석하여 학교안전사고를 예방하기 위하여 노력하여야 한다.",,참고문헌데이터없음,,한국어,,학위논문,박윤주,석사,,
構造的 不確實性을 갖는 플랜트의 强靭한 PID 制御에 관한 硏究,박덕현,,0,0,명지대학교,명지대학교,철학/윤리학,학위논문,명지대학교,,,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=1ab84f0d3d174534,RISS_1ab84f0d3d174534,,,참고문헌데이터없음,,한국어,,학위논문,,석사,,
"R. Nozick의 ""Anarchy, State, and Utopia""에 나타난 자유지상주의적 국가관 비판",심재광,,0,0,연세대학교 대학원,연세대학교,철학/윤리학,학위논문,연세대학교 대학원,최소국가;복지국가;자유지상주의;지배적 보호 협회;소유 권리론;로크;단서;교정;minimal-state;welfare state;libertarianism;dominant protecting association;entitlement theory;Locke's proviso;the principal of rectification,"최소국가,복지국가,자유지상주의,지배적 보호 협회,소유 권리론,로크,단서,교정,minimal-state,welfare state,libertarianism,dominant protecting association,entitlement theory,Locke's proviso,the principal of rectification",https://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=92c91b82d70262f9,RISS_92c91b82d70262f9,,"The objective of this study is to determine that it is our inevitable moralistic duty to advance forward to a welfare state and that more than a minimal-state can be justified if we directly follow the logic that Nozick has used in 'Anarchy, State, and Utopia' to advocate a minimal-state./According to Nozick, the formation of a minimal-state is justly possible without any violation of the rights of the individual, and more than a minimal-state basically infringes upon personal rights and therefore is not moralistically right. Hence any form of compulsory redistribution system is not right morally, and there only exist absolute individuals. Their rights of possession are unconditional that nobody can violate./It this paper, however, that such assertion by Nozick is not right, and he should have acknowledged more than a minimal-state and accept the moralistic justice to advance toward a welfare state./To justify his theory of minimal state, Nozick starts from the state of nature and moves onto the stage of mutual-protective association and finally to the stage of dominant-protective association. /The stage of dominant-protective association will be the main focus in this study, since Nozick, behind the process of becoming dominant-protective association, is trying to justify more than a minimal state. Also, Nozick develops his logic by acknowledging only private properties, that is, he disapproves anything that can be called public goods. Under this assumption, the author believes that it is false this way. Nozick certainly overlooked certain facts. The author will try to prove this by  clarifying that there exists something called public goods. Based upon the clarification, the necessity and justification of the more than minimal state, i.e., welfare state will be established. /Also, the author believes, welfare state is a prerequisite for the logic,  which is used to solve the matter of independence that Nozick deals with to justify minimal state, if he wishes to",참고문헌데이터없음,,한국어,,학위논문,김형철,석사,,
폐기물 매립시설 설치 시 발생되는 침출수가 지하수에 미치는 영향 예측에 관한 연구,심재광,,0,0,부산대학교,부산대학교,철학/윤리학,학위논문,부산대학교,,,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=0266eac94adb3077ffe0bdc3ef48d419,RISS_0266eac94adb3077ffe0bdc3ef48d419,,,참고문헌데이터없음,,한국어,,학위논문,,석사,,
신경활성 의존적인 Per1 유전자 발현 조절 및 기능,심재광,,0,0,고려대학교 대학원,고려대학교,철학/윤리학,학위논문,고려대학교 대학원,,,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=7a11356d51f1cba2ffe0bdc3ef48d419,RISS_7a11356d51f1cba2ffe0bdc3ef48d419,,"The Period1 (Per1) gene is a clock-oscillating gene that plays an essential role in generating circadian rhythm in the suprachiamatic nucleus (SCN) of hypothalamus. Per1 mRNA exhibits a robust rhythm in the SCN of mice and rats even in the dark condition, and Per1 mRNA is rapidly induced by light in the mouse SCN correlating with the resetting of locomotor activity. The mRNA of Per1 is also ubiquitously expressed in many other brain regions including cerebral cortex, hippocampus, amygdalae, indicating the role of Per1 other than the rhythm controller. It has been recently found that neuronal activation by glutamate treatment induced a variety of gene expression including Per1 as revealed by microarray screening method. Since chemical stimulation of brain such as glutamate or KA treatment evokes seizure, this finding suggests that the seizure development and Per1 expression could be related. In this study, therefore, I explored whether chemical  or electrical seizure-inducing stimulations of brain promote the change in Per1 expression. Upon stimulation by electric convulsive shock (ECS) or by kainic acid, there were robust induction of Per1 mRNA and protein levels in several brain regions including hippocampal formation and cerebral cortex. Because it has been proposed that Per1 contributes to the stress-induced cell death, next the effect of Per1 overexpression on the survival of cultured cerebral cortex neurons was explored. However, neither basal nor staurosporine-induced neuronal death was affected by enforced expression of Per1, suggesting that Per1 expression is not sufficient for induction of neuronal death. Collectively, these results may suggest that the Per1 expression is neuronal activity- or seizure-dependent in vivo, although its significance is remained to be explored.",참고문헌데이터없음,,한국어,,학위논문,선웅,석사,,
신어의 조어론적 특징과 생산 방법 연구,심재광,,0,0,국민대학교 교육대학원,국민대학교,철학/윤리학,학위논문,국민대학교 교육대학원,신어;조어론;생산방법,"신어,조어론,생산방법",https://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=103d066fbc87f017ffe0bdc3ef48d419,RISS_103d066fbc87f017ffe0bdc3ef48d419,,"This study examined the formation of new words. Before examination, the concept and span of new words was observed. New words can be described as 'newly made words', 'words with newly added meaning', 'newly inflowing borrowed words', and of these, 'newly made words' and 'words with newly added meaning', excluding 'newly inflowing borrowed words' were handled as new words. Existing research of new words can be divided largely into two directions.Research regarding new words can be divided into two ways: a 'new word data account' which is a catalogue of collected data, or 'new word research', which approaches the issue of new words based on data.In the present study, new words were observed after being divided into general word formation methods, contraposition, and meaning alteration types. Derivative methods were divided into prefix derivative methods and suffix derivative method, and composition was observed by general composition, in which base changes in 'base＋base' forms do not occur, and altering composition, in which change does occur.New word types by contraposition appear especially well in Chinese character phrases. In the case of Chinese character phrases, general contraposition appears. Chinese character phrases formed by contraposition methods reflect the phases of the times.New word formations by formation reduction can be divided into base omissions of declinable words and root creations of adverbs. Formation reduction signifies the cutting of a portion of the word. Base omissions of declinable words are in the form of 'word roots' and adverbs made into declinable words are adverbs appearing in the form of word roots when the word root is omitted.New word forms by meaning alterations largely include new word formations by changes in the meaning itself, which forms regardless of form, and new word formations in which change occurs with phonemes. The two types show differences in relation with phonemes, but as they have a common trait, both being associated with meaning, they are observed in the same category.",참고문헌데이터없음,,한국어,,학위논문,,석사,,
組立式 Bite를 利用한 上面傾斜角 變化에 따른 旋削 特性에 관한 硏究,김종용,,0,0,亞洲大學校,亞洲大學校,철학/윤리학,학위논문,亞洲大學校,조립식;BITE;상면경사각;변화;선삭;바이트,"조립식,BITE,상면경사각,변화,선삭,바이트",https://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=daee0242bccf4354,RISS_daee0242bccf4354,,,참고문헌데이터없음,,한국어,,학위논문,,석사,,
